Date,active_calories,sedentary_time,steps,activity_score,readiness_score,sleep_score,temperature_deviation,average_breath,average_heart_rate,average_hrv,awake_time,deep_sleep_duration,efficiency,latency,light_sleep_duration,rem_sleep_duration,time_in_bed,total_sleep_duration
12/28/22,609,29400,5015,72,88,87,-0.17,13.5,63.1,30,3540,5850,89,750,13050,9600,32040,28500
12/29/22,268,41580,5112,67,91,83,0.03,13.625,61.95,27,2370,7080,92,180,11190,8340,28980,26610
12/30/22,233,32880,4347,69,89,74,-0.17,12.875,60.38,30,3390,8010,88,420,9780,6420,27600,24210
12/31/22,899,32760,9617,77,94,83,-0.03,13.5,60.67,30,5580,9480,82,1020,9390,7230,31680,26100
1/1/23,710,32520,9889,81,69,77,-0.04,13.875,70.41,19,4140,4170,86,660,12450,8700,29460,25320
1/2/23,754,30300,9313,86,71,71,-0.26,13.25,67.74,24,2970,7890,88,330,6120,7260,24240,21270
1/3/23,541,35940,4210,83,,,,,,,,,,,,,,
1/4/23,280,39120,5282,77,72,83,0.11,14,66.22,20,2220,6660,92,240,10410,8010,27300,25080
1/5/23,703,35760,6070,89,82,89,0.07,13.125,66.29,24,6030,8730,83,540,13470,7170,35400,29370
1/6/23,577,41400,4530,91,70,83,0.02,13.5,70.18,19,2280,6240,91,750,10710,6870,26100,23820
1/7/23,439,29340,5933,90,85,88,0.1,13.125,64.5,31,3360,8970,90,420,12030,8460,32820,29460
1/8/23,314,39300,5598,81,86,92,0.11,13.125,62.91,26,1590,7770,95,210,15330,8730,33420,31830
1/9/23,493,34800,7785,80,78,82,0.08,13.625,68.05,26,3450,10380,88,210,8910,6480,29220,25770
1/10/23,212,40800,3891,77,81,90,0.49,14,62.74,29,1920,9180,94,270,9870,10170,31140,29220
1/11/23,235,31680,4413,78,82,93,0.08,14.25,67.04,25,3300,7530,90,1050,13650,8940,33420,30120
1/12/23,202,43500,3479,61,82,87,0.26,13.625,69.62,24,3300,9270,89,840,10140,7110,29820,26520
1/13/23,414,40320,7642,53,92,83,0.04,14,61.51,31,2730,7560,90,1050,11940,5250,27480,24750
1/14/23,599,33600,7839,75,78,62,-0.37,12.875,60.05,28,3270,7380,85,390,5520,5070,21240,17970
1/15/23,1208,18360,16366,84,81,81,-0.23,13,62.7,24,1800,9750,93,330,8130,7500,27180,25380
1/16/23,665,21000,5068,86,,,,,,,,,,,,,,
1/17/23,735,43860,9346,81,75,83,0.38,13.375,66.87,22,4350,3840,86,990,16290,5880,30360,26010
1/18/23,686,35700,5202,85,64,72,0,13.5,65.37,26,9180,4470,70,1110,9690,7440,30780,21600
1/19/23,619,38340,9112,73,84,86,0.05,12.875,61.42,29,2310,8220,92,480,12300,6150,28980,26670
1/20/23,753,37140,10923,72,70,75,-0.09,12.75,64.93,23,1860,8940,92,120,6810,5070,22680,20820
1/21/23,320,32940,5961,80,76,78,-0.1,13,62.7,29,5940,9420,81,720,8010,7350,30720,24780
1/22/23,550,21840,6428,98,75,80,0.5,13.5,66.58,25,8370,9540,77,180,11250,7740,36900,28530
1/23/23,983,34380,8954,95,80,80,0.04,12.875,63.64,29,2820,6930,89,600,10230,6120,26100,23280
1/24/23,708,37260,5980,95,75,85,0.33,13.125,62.48,28,1800,7710,93,510,11700,6390,27600,25800
1/25/23,293,37020,5640,91,78,73,-0.02,14.125,62.56,28,15210,7440,60,780,10650,5100,38400,23190
1/26/23,570,33120,8425,95,79,74,0.22,13.75,64.57,25,7530,5910,76,270,13050,4650,31140,23610
1/28/23,216,30900,3724,89,,,,,,,,,,,,,,
1/29/23,483,32820,6870,81,83,76,0.04,13.375,62.16,25,1650,8340,93,300,7110,7260,24360,22710
1/30/23,686,37020,6694,82,74,76,-0.1,13.375,61.81,22,2130,4860,91,1470,11160,5910,24060,21930
1/31/23,683,43140,8416,82,82,82,-0.18,12.25,60.99,29,720,8070,97,150,7830,7740,24360,23640
2/1/23,348,37140,6359,81,73,83,-0.18,13.5,66.29,24,3930,8730,87,60,9000,8940,30600,26670
2/2/23,578,34500,5327,84,81,75,-0.17,12.625,62.48,29,3000,6030,88,1350,11730,4140,24900,21900
2/3/23,801,30900,10517,91,84,79,0.01,12.5,62.56,30,5070,6270,84,60,13410,6330,31080,26010
2/4/23,393,41820,6297,86,73,82,0.05,13.375,65.81,30,3000,8400,90,270,13470,5430,30300,27300
2/5/23,1027,30240,12645,95,80,80,-0.08,13,64.71,21,1590,6360,94,180,11040,6330,25320,23730
2/6/23,449,33240,5833,90,,,,,,,,,,,,,,
2/7/23,586,37080,4617,89,77,78,-0.01,13,64.31,25,1620,8970,93,540,7590,5820,24000,22380
2/8/23,245,30960,4262,90,88,89,-0.03,12.375,61.61,27,1620,6690,94,210,13350,7380,29040,27420
2/9/23,647,26460,8174,88,90,88,-0.05,13.125,62.18,27,3120,7830,90,450,12000,8370,31320,28200
2/10/23,634,39360,4817,84,82,90,0.02,14.625,66.01,26,1260,6120,96,510,13650,8250,29280,28020
2/11/23,754,40440,9820,87,80,74,0,13.75,63.74,28,1800,6420,93,180,11790,4050,24060,22260
2/12/23,573,35400,4569,86,79,76,0.04,13.125,62.19,30,3090,5850,88,270,10260,6300,25500,22410
2/13/23,524,43380,7352,81,79,86,0.4,13.625,65.33,24,2670,7320,91,630,11100,7530,28620,25950
2/14/23,336,36060,6150,76,80,77,-0.15,13.5,60.19,27,2520,8910,89,390,6570,5700,23700,21180
2/15/23,450,32760,2696,90,62,87,0.63,15.25,70.44,18,2970,5430,91,210,16890,6270,31560,28590
2/16/23,322,39540,5843,88,81,90,-0.02,13,59.67,36,2730,9000,92,180,14100,7050,32880,30150
2/17/23,591,37560,4762,84,86,74,-0.22,12.875,58.87,28,2460,6540,90,150,10980,5160,25140,22680
2/18/23,648,34200,8885,85,81,73,-0.19,13.375,62.79,25,2250,7260,91,180,11310,4140,24960,22710
2/19/23,573,37500,7985,83,77,82,-0.05,14.625,62.64,27,1920,9600,93,210,9120,6960,27600,25680
2/20/23,253,39780,4707,79,84,78,-0.18,13.5,61.39,29,4020,7140,86,180,11220,6540,28920,24900
2/21/23,588,38640,3987,88,83,73,-0.08,13.25,59.81,37,2040,8940,91,660,7200,4320,22500,20460
2/22/23,536,33300,8461,86,77,81,0.25,13.375,66.3,25,3660,6600,88,2460,12270,6990,29520,25860
2/23/23,778,33240,10333,89,85,88,-0.16,13.25,62.08,39,3450,7290,89,390,11460,8640,30840,27390
2/24/23,756,36900,6308,90,75,85,0.06,13.5,67.95,27,2580,6480,91,240,11970,8130,29160,26580
2/25/23,448,44580,8361,80,89,84,0.15,12.75,64.29,28,1920,7500,93,180,9570,8970,27960,26040
2/26/23,767,22260,5453,83,79,74,0.21,13,67.48,28,9120,9270,75,450,10710,7020,36120,27000
2/27/23,692,40920,7375,71,82,81,0.05,12.875,61.99,35,2370,10380,92,240,10650,4620,28020,25650
2/28/23,497,37740,7503,66,84,85,-0.14,13.125,63.53,25,1350,8130,95,180,10770,6690,26940,25590
3/1/23,355,27300,6552,77,82,79,-0.13,13.25,63.92,26,1320,8130,95,270,8610,6240,24300,22980
3/2/23,624,17040,3795,89,86,84,0.12,13.5,64.19,27,2460,7380,91,600,12840,5820,28500,26040
3/3/23,307,39060,5591,79,89,92,0.13,12.875,62.37,34,2010,9840,94,330,11400,8610,31860,29850
3/4/23,272,43980,5162,78,67,77,0.38,15,68.88,18,1680,5580,93,750,11520,5100,23880,22200
3/5/23,589,22380,5454,79,87,85,0.22,14.25,66.01,22,4050,7110,88,120,13440,9420,34020,29970
3/6/23,287,41340,5519,,55,83,0.7,15.125,71.63,16,2250,4200,92,1050,13440,7410,27300,25050
3/7/23,301,40860,5765,,81,85,0.17,13,57.07,46,2100,6330,92,330,12570,6840,27840,25740
3/8/23,174,16140,3222,65,80,86,0.14,14.625,68.23,18,1500,5700,95,330,13290,7230,27720,26220
3/9/23,229,39360,4174,54,83,91,0.08,13.875,62.49,28,2850,9270,91,1050,9960,10140,32220,29370
3/10/23,962,35820,6979,73,94,88,-0.19,13,62.82,27,2550,10620,91,870,7380,8190,28740,26190
3/11/23,356,11280,2156,80,,,,,,,,,,,,,,
3/15/23,54,3060,615,71,,,,,,,,,,,,,,
3/24/23,367,7380,675,61,,,,,,,,,,,,,,
3/25/23,301,20640,5814,,89,85,-0.14,13,62.35,31,2520,8280,92,330,12000,7740,30540,28020
3/26/23,314,32940,5705,64,33,92,0.56,15.375,73.78,16,4770,7110,88,930,15600,12300,39780,35010
3/27/23,507,42300,6946,68,82,84,-0.49,12.5,58.73,33,2280,9450,91,900,8730,6060,26520,24240
3/28/23,274,29580,5180,71,80,67,-0.18,13.125,61.11,28,1320,4350,94,30,11820,3990,21480,20160
3/29/23,636,35100,6035,75,94,87,-0.28,12,54.51,36,1710,8850,94,750,11160,5940,27660,25950
3/30/23,628,42720,10854,73,94,86,-0.25,12.5,59.49,33,1740,9000,94,480,11670,5910,28320,26580
3/31/23,767,35880,6936,79,83,80,-0.47,12.375,55.71,32,1080,10170,95,780,6960,5430,23640,22560
4/1/23,807,32160,9456,83,91,91,-0.28,12.625,57.08,34,3420,8670,90,870,13860,6630,32580,29160
4/2/23,459,28380,9058,77,86,83,-0.14,13.25,59.69,31,2520,7500,91,360,10920,7560,28500,25980
4/3/23,245,38640,4712,71,89,87,-0.15,13.5,59.09,31,1980,8010,93,210,9450,8940,28380,26400
4/4/23,266,35340,5138,80,93,88,-0.03,13.125,55.84,37,2790,11790,90,930,6120,7740,28440,25650
4/5/23,309,32820,5425,75,94,91,0.08,13.375,57.88,26,2490,9780,92,840,9840,7470,29580,27090
4/6/23,581,37440,5421,76,87,71,-0.35,13.125,57.92,34,2370,8670,89,270,5730,5250,22020,19650
4/7/23,720,29520,6811,80,85,84,-0.16,12.75,58.12,35,900,5520,96,270,11310,6750,24480,23580
4/8/23,340,35100,6347,73,,,,,,,,,,,,,,
4/9/23,742,25200,11822,78,91,84,-0.09,12.75,54.79,35,1770,6300,93,750,11730,7320,27120,25350
4/10/23,688,33420,6521,77,90,87,-0.11,13.25,56.91,34,2580,5820,91,1140,13590,6930,28920,26340
4/11/23,409,36000,7470,75,92,88,0.09,13.25,57.75,36,2610,6210,91,540,13860,7740,30420,27810
4/12/23,417,35760,6841,76,88,80,-0.29,12.875,55.96,37,1470,8130,94,180,10440,5700,25740,24270
4/13/23,1140,29520,11991,83,86,78,-0.03,13.375,57.77,38,2130,5880,92,180,14340,4530,26880,24750
4/14/23,777,23700,8995,85,83,90,0,13.5,61.64,32,2640,8550,92,180,15570,6480,33240,30600
4/15/23,721,37620,6012,84,90,91,0.11,13.375,57.68,36,2220,7590,93,300,15810,7260,32880,30660
4/16/23,464,26520,8961,85,82,82,0.16,13,56.79,36,1620,7860,94,240,10590,7530,27600,25980
4/17/23,527,38880,5135,78,94,87,-0.12,12.875,56.19,35,2250,9630,93,570,12630,5910,30420,28170
4/18/23,700,33840,7206,80,90,80,-0.11,12.625,57.63,33,5130,9180,83,990,10920,5370,30600,25470
4/19/23,777,37320,8268,72,85,79,-0.06,12.625,58.79,30,2040,7050,92,390,10980,5370,25440,23400
4/20/23,921,39780,7765,69,86,82,0.14,13.25,58.47,35,2670,7410,90,930,11820,5160,27060,24390
4/21/23,697,41100,8592,65,80,82,-0.03,12.875,59.64,32,1740,9030,94,750,9720,7590,28080,26340
4/22/23,570,39300,3908,68,77,75,-0.05,13,58.08,31,2760,9150,89,480,7560,5370,24840,22080
4/23/23,686,29940,5609,71,86,81,-0.21,13.125,56.33,33,6600,7110,80,750,13380,6270,33360,26760
4/24/23,629,40380,5065,67,77,77,0.04,12.875,59.19,31,1800,6450,93,180,12180,5130,25560,23760
4/25/23,503,39120,7829,79,76,79,-0.03,13.125,57.64,32,2520,5760,91,210,13410,5310,27000,24480
4/26/23,659,36240,5301,95,77,78,-0.05,13,61.16,32,2520,10470,90,420,7680,4950,25620,23100
4/27/23,625,39720,9200,94,75,82,0.22,13.125,59.27,37,1770,10440,93,180,9360,5310,26880,25110
4/28/23,806,32880,7546,95,86,85,-0.11,13,55.8,31,2220,7290,92,840,10170,6900,26580,24360
4/29/23,865,35820,9072,91,81,89,-0.06,13.25,62.1,28,2130,7800,93,210,11850,8700,30480,28350
4/30/23,670,23640,11411,93,76,76,0.12,12.875,61.08,31,2040,7950,92,390,10680,5370,26040,24000
5/1/23,475,36480,4597,85,86,85,0.17,13.5,60.63,29,5730,7560,83,240,14790,5940,34020,28290
5/2/23,528,36060,7062,93,87,84,0.08,12.875,59.74,30,2640,9030,91,270,7950,8520,28140,25500
5/3/23,692,34680,10742,91,86,82,-0.02,13,56.84,31,2190,5520,92,690,14700,4710,27120,24930
5/4/23,323,29700,6029,90,87,90,-0.05,13.125,60.12,33,2610,8010,91,780,12390,6690,29700,27090
5/5/23,619,37680,6416,88,79,79,0.1,13.25,60.93,36,1620,7050,94,300,10980,5670,25320,23700
5/6/23,1493,28200,11202,92,90,83,-0.11,12.75,57.05,35,2550,8610,91,330,11130,6450,28740,26190
5/7/23,716,22800,12946,93,74,77,-0.17,12.75,60.41,33,2130,6870,92,180,11880,5880,26760,24630
5/8/23,603,31140,9993,92,84,79,0.15,13.125,63.19,28,2490,4080,91,270,16110,5160,27840,25350
5/9/23,660,37500,8825,88,73,84,0.23,14.5,69.79,20,1440,6390,95,360,9840,8670,26340,24900
5/10/23,489,39240,7842,83,81,83,0.12,13.25,62.26,27,2670,8730,91,240,10110,6690,28200,25530
5/11/23,324,31680,6487,95,75,78,0.08,13.5,60.66,32,2760,6870,89,1080,11250,5400,26280,23520
5/12/23,508,34200,9098,89,87,85,-0.1,13.375,59.89,32,3000,7350,90,240,14520,5610,30480,27480
5/13/23,378,37200,5762,78,89,88,-0.04,13.375,58.42,32,1410,6900,96,150,14910,8160,31380,29970
5/14/23,944,30480,7661,86,82,81,-0.02,14.5,63.63,28,2370,5160,91,420,11460,8370,27360,24990
5/15/23,313,35520,5851,75,75,81,-0.12,13.75,59.56,35,1050,6930,96,150,8850,8730,25560,24510
5/16/23,449,42720,6841,70,90,85,-0.02,13.25,58.32,31,1650,6090,94,420,12750,6390,26880,25230
5/17/23,956,30660,10301,82,83,85,0.01,13.625,61.12,25,2340,6810,92,1050,11940,6570,27660,25320
5/18/23,707,33600,5173,84,76,82,0.07,13.375,60.51,32,2550,7560,91,720,12270,5460,27840,25290
5/19/23,213,51360,3958,78,83,89,-0.23,13.25,58.47,32,1590,9360,95,240,11460,7170,29580,27990
5/20/23,741,33780,10579,89,78,,-0.61,,,,,,,,,,,
5/21/23,1018,17520,17196,94,77,84,0.06,13.5,64.19,27,1500,8850,95,510,9930,8340,28620,27120
5/22/23,574,35520,4173,93,75,89,0.25,13.125,62.42,29,1710,8460,94,420,13920,6870,30960,29250
5/23/23,326,34500,6055,90,87,84,0.25,13.375,59.19,30,3240,6480,89,780,14400,5580,29700,26460
5/24/23,628,33120,11284,90,89,86,-0.03,13.125,58.91,35,1440,10320,95,180,8280,7080,27120,25680
5/25/23,656,34440,6620,85,89,93,-0.05,13,58.45,31,2280,8940,93,1140,13260,7440,31920,29640
5/26/23,563,29160,10094,90,83,90,0.22,13.25,60.58,29,2220,9420,93,420,11370,8130,31140,28920
5/27/23,526,32460,9837,81,88,85,0.19,13.125,61.71,30,8580,3930,78,1170,17880,9330,39720,31140
5/28/23,653,24960,10882,78,85,79,-0.02,12.75,60.21,29,2970,5310,90,600,14850,5790,28920,25950
5/29/23,885,25380,12296,76,72,81,0.3,13.5,66.56,23,3090,6270,89,240,14010,5550,28920,25830
5/30/23,323,40740,6168,67,85,86,0.11,13.125,58.17,36,930,7740,97,180,12240,7170,28080,27150
5/31/23,173,12240,3369,78,91,83,0.16,12.75,56.61,40,1980,6150,93,210,16050,5580,29760,27780
6/1/23,259,28260,4947,74,,,,,,,,,,,,,,
6/2/23,257,43920,4823,63,85,71,-0.12,12.875,56.48,47,8220,8280,74,3120,9990,5730,32220,24000
6/3/23,295,37080,5485,63,86,71,-0.06,13,55.55,36,9330,7770,71,180,9990,4650,31740,22410
6/4/23,312,37500,5854,57,86,77,-0.25,12.375,55.89,36,1290,9960,95,210,6300,5910,23460,22170
6/5/23,203,43620,3797,43,87,80,-0.13,12.625,56.08,32,7860,9330,79,2550,12780,6990,36960,29100
6/6/23,150,19800,2806,51,88,78,-0.06,12.75,56.71,38,2130,8130,92,480,8220,6960,25440,23310
6/7/23,303,37140,5220,46,90,82,-0.1,12.875,57.83,34,4320,9120,86,390,9750,7350,30540,26220
6/8/23,643,38700,8695,56,92,86,-0.25,13,60.13,35,3480,9810,88,300,9900,7050,30240,26760
6/9/23,383,35640,6766,58,78,83,0.07,13.25,61.84,25,1500,7950,94,270,9600,7170,26220,24720
6/10/23,322,38220,5626,56,83,83,0.07,13,60.52,30,2490,7050,91,420,10620,7080,27240,24750
6/11/23,349,34320,6155,58,83,75,-0.29,13.125,60.46,31,1980,7380,92,180,9150,5850,24360,22380
6/12/23,430,29640,6405,61,86,90,0.25,13.25,60.98,30,3990,7050,88,900,13920,8040,33000,29010
6/13/23,363,37740,6745,56,83,76,0.02,13,57.97,28,3180,6450,87,510,9840,5070,24540,21360
6/14/23,379,35580,6938,57,85,81,-0.27,13,58.77,25,1770,8520,93,270,8130,6120,24540,22770
6/15/23,399,30060,7400,52,81,89,0.14,13.125,59.01,27,3480,7680,89,450,12600,8880,32640,29160
6/16/23,263,46260,4952,44,89,85,-0.08,13.25,58.46,29,1620,8640,94,270,8310,7830,26400,24780
6/17/23,360,35400,6274,49,78,78,-0.2,13.125,64.8,25,2520,8400,90,540,6690,8010,25620,23100
6/18/23,341,32400,6198,50,73,78,-0.02,13.375,63.48,27,2190,5790,92,240,12810,5790,26580,24390
6/19/23,322,38400,5955,47,80,85,0.1,13.5,63.18,24,2725,6270,91,180,13950,5790,28735,26010
6/20/23,500,43500,6963,54,80,74,-0.04,13.25,62.09,25,2670,4680,89,630,12270,4680,24300,21630
6/21/23,480,31080,8540,58,75,79,-0.01,13.75,62.9,26,2548,4770,90,420,12000,6030,25348,22800
6/22/23,404,31980,7648,58,74,84,0.16,13.5,66.68,21,2342,6060,92,570,13470,5700,27572,25230
6/23/23,442,33360,7513,58,88,84,0.33,12.875,59.52,30,2247,4440,92,750,17790,4860,29337,27090
6/24/23,371,37980,7040,62,67,75,0.07,13.375,64.66,24,4320,4830,86,3750,17280,5010,31440,27120
6/25/23,836,25440,13520,78,80,76,-0.04,13.25,63.14,28,2197,5490,91,600,11640,5370,24697,22500
6/26/23,420,40500,8328,69,83,82,-0.21,12.875,57.07,31,3379,6870,88,1290,11610,6360,28219,24840
6/27/23,468,37500,8574,69,83,77,-0.3,13.125,56.37,30,3354,5880,88,1590,12510,5730,27474,24120
6/28/23,594,31440,10559,76,73,80,0.16,14.25,66.27,21,2169,6960,92,540,13770,4260,27159,24990
6/29/23,436,33780,8260,73,72,83,-0.02,14.5,66.73,21,2412,6060,92,660,15900,6090,30462,28050
6/30/23,782,24540,13924,78,68,84,0.19,14.375,69.78,22,1800,6360,94,180,13230,6810,28200,26400
7/1/23,416,31680,7717,78,62,76,0.02,14.25,68.01,19,1920,6210,92,480,12750,4680,25560,23640
7/2/23,543,33720,10742,69,77,80,-0.07,13.625,59.88,39,1530,4980,94,780,16500,3690,26700,25170
7/3/23,303,40560,5583,66,85,85,-0.06,13.375,59.76,33,1920,6630,93,180,14100,6750,29400,27480
7/4/23,375,19560,5545,74,80,76,0,13.625,61.21,32,1551,7020,94,330,12330,4170,25071,23520
7/5/23,340,34020,6157,65,85,79,-0.06,13.25,57.61,37,2400,6600,91,840,13200,4560,26760,24360
7/6/23,397,34740,7274,63,88,84,-0.31,13,56.8,31,2414,8100,92,270,12180,6000,28694,26280
7/7/23,495,36420,5934,66,86,88,-0.05,13.875,61.34,23,2997,7050,90,1080,13320,7380,30747,27750
7/8/23,389,37320,4306,58,84,72,-0.28,12.875,63.23,29,2340,5580,90,780,10170,5310,23400,21060
7/9/23,757,21900,9228,77,90,85,-0.06,13.375,59.24,28,2897,6420,91,240,15480,6840,31637,28740
7/10/23,533,39900,4872,75,84,81,-0.03,14.125,60.68,26,3038,5820,89,1140,13740,5100,27698,24660
7/11/23,318,41040,5673,73,77,84,0.22,13.375,62.98,24,1385,6420,95,240,15690,5490,28985,27600
7/12/23,679,31620,7439,82,85,75,-0.06,13,61.24,35,3210,4980,89,390,16650,3360,28200,24990
7/13/23,319,33900,6094,81,67,71,0.12,13.625,65.44,25,1771,3720,92,330,15240,2790,23521,21750
7/14/23,328,31320,5353,78,72,81,0.03,14.375,65.53,22,2280,5040,92,450,15480,5460,28260,25980
7/15/23,443,34860,8187,75,80,87,0.1,14,67.17,28,2100,4290,93,420,20880,4830,32100,30000
7/16/23,355,33000,6568,66,71,89,0.37,14.125,70.05,23,1358,4530,96,180,22140,5100,33128,31770
7/17/23,487,35220,6980,68,88,87,0.17,13.75,58.85,31,2910,6270,90,690,15600,5640,30420,27510
7/18/23,563,37860,5114,72,86,86,-0.15,13.625,59.26,27,2408,8910,92,420,12360,6000,29678,27270
7/19/23,496,37020,4406,68,80,77,-0.22,13.75,59.74,30,2430,5970,91,630,12810,5010,26220,23790
7/20/23,614,36420,8092,66,90,92,-0.01,13.75,60.45,32,3616,4590,90,1530,20370,6090,34666,31050
7/21/23,614,38640,6519,68,82,83,-0.07,13.375,60.37,27,4710,6540,86,420,15420,6030,32700,27990
7/22/23,340,38220,5839,66,86,74,-0.11,13.25,58.33,32,2310,5880,90,270,11190,4860,24240,21930
7/23/23,374,39840,6917,75,87,82,0.07,13.625,61.29,31,2130,5370,93,270,15270,5790,28560,26430
7/24/23,188,32340,3353,72,84,78,0.07,13.125,58.86,29,1680,6180,94,360,13980,4680,26520,24840
7/25/23,630,37500,5977,75,92,95,0.23,13.25,57.65,29,1594,5970,95,480,18900,7320,33784,32190
7/26/23,467,31560,6288,77,89,87,0.22,12.75,57.4,34,1440,4170,95,420,17760,6270,29640,28200
7/27/23,625,35700,4694,76,91,95,-0.08,12.5,57.19,33,2610,5130,92,780,18420,7860,34020,31410
7/28/23,583,42780,4822,67,89,85,-0.15,12.875,57.53,38,3060,6030,90,780,15870,4980,29940,26880
7/29/23,258,41280,4715,67,86,80,-0.05,12.875,59.71,30,2937,6600,89,720,11820,5580,26937,24000
7/30/23,595,37260,4366,69,89,80,-0.16,12.875,56.26,34,2670,6780,90,750,11220,6030,26700,24030
7/31/23,347,39960,3106,68,81,75,0.42,12.625,55.37,30,3990,4350,86,2160,16890,4170,29400,25410
8/1/23,681,34440,9510,77,84,77,-0.11,12.75,54.83,32,2040,4200,92,810,13200,5460,24900,22860
8/2/23,563,34740,10432,81,78,81,-0.17,13.125,60.21,24,1860,5220,93,630,15810,4050,26940,25080
8/3/23,402,34200,7586,79,88,82,-0.3,13,55.03,30,2430,4500,91,150,14250,6120,27300,24870
8/4/23,305,34320,5671,74,77,85,0,13,61.7,26,2163,5220,92,1230,15840,5460,28683,26520
8/5/23,476,33120,9661,72,90,90,-0.18,12.875,51.97,36,2804,5820,91,300,16560,7260,32444,29640
8/6/23,276,37980,5036,65,86,87,-0.03,13.5,57.28,36,3150,4800,90,1890,16590,6960,31500,28350
8/9/23,17,8040,315,51,,,,,,,,,,,,,,
8/10/23,638,33420,7499,57,90,83,0.1,13.125,56.75,36,2940,5220,90,1350,14820,5280,28260,25320
8/11/23,370,47100,6580,53,76,79,-0.01,13.25,60.67,28,1714,5640,93,300,11460,5670,24484,22770
8/12/23,416,24540,7354,,65,78,0.74,14.25,67.96,17,3907,5250,88,360,16500,5790,31447,27540
8/13/23,391,31500,7259,64,62,89,0.16,14.5,71.98,20,4350,5520,87,1110,19080,5670,34620,30270
8/14/23,322,37680,5952,61,89,86,-0.14,13.125,56.11,39,2520,6060,91,360,15330,5730,29640,27120
8/15/23,402,37680,7407,61,86,81,0,13.125,57.58,40,2277,5910,92,750,15060,3990,27237,24960
8/16/23,742,35820,10831,75,88,85,-0.15,12.875,55.83,31,2940,7080,90,900,12090,6090,28200,25260
8/17/23,325,35040,6148,70,83,80,-0.15,13.625,57.8,31,2640,5250,90,480,14430,4560,26880,24240
8/18/23,493,28020,3643,79,77,83,-0.12,15,62.15,30,3150,7320,90,330,15990,3930,30390,27240
8/19/23,570,35700,8344,85,79,82,-0.05,13.375,59.57,31,2730,5130,91,540,17010,5430,30300,27570
8/20/23,463,31560,8539,81,80,80,0.06,13.25,59.93,29,3840,6450,87,870,13290,5160,28740,24900
8/21/23,398,39120,6093,78,84,82,-0.05,13,57.76,32,2520,5880,90,1290,10980,6360,25740,23220
8/22/23,591,37620,4351,84,80,75,-0.11,13.125,58.09,31,2100,4800,91,270,12720,4860,24480,22380
8/23/23,356,32280,6636,81,79,93,-0.16,13.25,59.75,30,2400,5940,92,450,16410,7230,31980,29580
8/24/23,695,30840,6013,87,80,92,0.03,13.75,61.57,25,1866,7380,94,450,14910,6900,31056,29190
8/25/23,235,47760,4361,76,87,91,0.25,13.25,58.04,34,2160,5040,93,540,17970,6450,31620,29460
8/26/23,615,45660,7560,81,77,71,-0.04,13.125,55.07,35,2460,5880,89,420,10020,4020,22380,19920
8/27/23,894,31860,7924,90,63,64,0.16,13.5,64.9,22,5730,5970,82,2610,15780,3840,31320,25590
8/28/23,953,28200,10942,96,74,84,0.11,13.375,61.88,30,3030,5040,90,1110,17070,4380,29520,26490
8/29/23,493,41100,8623,85,73,77,0.04,13.5,61.36,28,2114,6360,91,720,10500,4680,23654,21540
8/30/23,228,47400,4414,79,83,85,0.02,13.75,62.17,28,3765,6690,88,1590,15390,5970,31815,28050
8/31/23,498,31560,9586,86,76,82,-0.01,13.625,59.41,30,2430,6180,91,840,14730,3840,27180,24750
9/1/23,487,46260,9130,81,82,81,-0.1,14.375,60.77,29,2095,4710,92,480,14700,5790,27295,25200
9/2/23,293,41760,5257,75,62,77,0.47,14,68.32,17,4003,6270,86,1140,12720,5190,28183,24180
9/3/23,344,33720,5964,67,62,77,0.43,14.125,66.76,21,2299,5190,91,450,11610,6300,25399,23100
9/4/23,260,28380,5028,57,55,74,0.33,14.875,74.25,15,1876,6030,92,300,11250,3600,22756,20880
9/5/23,555,33660,5604,65,78,72,0,12.875,58.82,38,2287,5280,90,600,13050,2910,23527,21240
9/6/23,710,31680,9856,78,84,86,-0.2,13.25,56.4,37,2910,9060,90,180,13080,5550,30600,27690
9/7/23,627,37860,5813,82,69,80,-0.11,13.75,59.56,25,3342,3960,89,450,17640,4980,29922,26580
9/8/23,388,31380,7123,82,83,85,-0.05,13,60.67,30,2725,4320,91,180,15780,6870,29695,26970
9/9/23,528,28320,10252,86,77,80,-0.1,13.375,57.15,33,4710,4290,86,1320,21990,3390,34380,29670
9/10/23,490,28560,8960,84,80,92,-0.07,13.375,60.69,29,1939,8250,94,330,14010,8430,32629,30690
9/11/23,574,39660,4871,78,87,89,0.23,13.375,59.8,31,3730,5850,88,1320,14670,6870,31120,27390
9/12/23,321,41880,5621,72,90,85,-0.1,13.25,58.17,31,1800,6780,94,180,11730,8370,28680,26880
9/13/23,503,42840,8207,72,88,81,-0.01,13.125,57.67,31,2550,5700,91,1320,13200,5430,26880,24330
9/14/23,591,37440,10709,71,69,71,0.02,13.125,62.91,23,2518,2460,90,1050,15000,4140,24118,21600
9/15/23,548,29220,10651,72,82,77,-0.16,13.25,57.19,32,1950,5700,92,750,10230,6000,23880,21930
9/16/23,375,33000,7515,71,79,68,0.53,14.25,65.28,24,2115,4140,91,210,12360,5490,24105,21990
9/17/23,1100,26640,12200,83,85,72,-0.31,13.25,56.59,38,4455,3930,85,390,15810,4980,29175,24720
9/18/23,501,37800,4237,79,79,87,-0.23,13.125,58.99,29,2490,6240,92,180,14400,6390,29520,27030
